,ZipCode,TotalHousingUnits,OccupiedHousingUnits,VacantHousingUnits,OwnerOccupied,RenterOccupied,OwnerOccupiedHouseholdSize,RenterOccupiedHouseholdSize,VehiclesAvailable,NoVehiclesAvailable,WithMortgage,WithoutMortgage
6093,19130,16959,15446,1513,5901,9545,2.07,1.72,15446,3823,4065,1836
6094,19131,21777,18164,3613,8612,9552,2.62,2.06,18164,5489,4443,4169
6095,19132,17639,14384,3255,7185,7199,2.27,2.25,14384,7307,2281,4904
6096,19133,11026,9461,1565,3888,5573,2.87,2.61,9461,4051,1100,2788
6097,19134,24951,21942,3009,12118,9824,2.69,2.70,21942,7071,6977,5141
6098,19135,14414,13379,1035,7983,5396,2.69,2.74,13379,2516,5306,2677
6099,19136,13928,13124,804,7936,5188,2.71,2.59,13124,2031,5106,2830
6100,19137,3641,3236,405,2605,631,2.65,2.38,3236,549,1503,1102
6101,19138,13999,12492,1507,7818,4674,2.66,2.53,12492,3373,4786,3032
6102,19139,22928,18957,3971,7677,11280,2.36,2.36,18957,8597,3719,3958
6103,19140,23348,20384,2964,10275,10109,2.48,2.82,20384,9775,3161,7114
6104,19141,15655,14413,1242,7331,7082,2.48,2.05,14413,6040,3260,4071
6105,19142,12276,10908,1368,5098,5810,2.68,2.74,10908,3242,3344,1754
6106,19143,30659,26259,4400,12820,13439,2.40,2.42,26259,10666,6388,6432
6107,19144,22613,19792,2821,7181,12611,2.81,1.89,19792,6157,4728,2453
6108,19145,20995,18976,2019,11237,7739,2.44,2.27,18976,5594,6632,4605
6109,19146,21028,18101,2927,9586,8515,2.32,2.14,18101,5847,6373,3213
6110,19147,20794,18970,1824,10837,8133,2.27,1.79,18970,5543,7303,3534
6111,19148,22155,20449,1706,13302,7147,2.33,2.77,20449,5265,8094,5208
6112,19149,20656,19381,1275,11217,8164,2.91,3.33,19381,3042,7184,4033
6113,19150,10690,10003,687,7852,2151,2.35,1.99,10003,1662,4938,2914
6114,19151,14586,12766,1820,8159,4607,2.66,2.13,12766,3780,5619,2540
6115,19152,14013,13456,557,7969,5487,2.65,2.46,13456,2131,4144,3825
6116,19153,6160,5682,478,2921,2761,2.39,2.11,5682,1296,1998,923
6117,19154,13421,12760,661,9867,2893,2.79,2.42,12760,1002,6440,3427
6118,19301,3001,2913,88,2381,532,2.63,2.03,2913,124,1371,1010
6119,19310,953,934,19,723,211,3.42,3.27,934,158,434,289
6120,19311,3569,3414,155,2773,641,3.06,3.42,3414,87,2061,712
6121,19312,4452,4318,134,3673,645,2.85,1.87,4318,212,2504,1169
6122,19316,13,13,0,13,0,1.62,-,13,0,13,0
6123,19317,4068,4012,56,3346,666,2.83,2.03,4012,65,2136,1210
6124,19319,91,76,15,76,0,4.04,-,76,0,61,15
6125,19320,21118,19960,1158,14605,5355,2.65,2.79,19960,1355,10460,4145
6126,19330,2061,2005,56,1780,225,2.77,2.29,2005,52,1124,656
6127,19333,3215,3055,160,1917,1138,2.79,2.21,3055,149,1074,843
6128,19335,19998,19489,509,15607,3882,2.79,1.88,19489,704,12101,3506
6129,19341,8575,8182,393,4536,3646,2.78,2.01,8182,107,3332,1204
6130,19342,8208,7833,375,5632,2201,2.79,1.61,7833,818,3609,2023
6131,19343,2880,2832,48,2410,422,2.82,1.99,2832,57,1655,755
6132,19344,4719,4576,143,3339,1237,2.75,2.14,4576,553,2055,1284
6133,19345,0,0,0,0,0,-,-,0,0,0,0
6134,19348,9326,8939,387,6252,2687,2.63,2.27,8939,394,4034,2218
6135,19350,4129,3853,276,3505,348,2.90,1.98,3853,41,2530,975
6136,19352,3170,3028,142,2823,205,3.03,3.41,3028,55,2182,641
6137,19355,11155,10707,448,7999,2708,2.72,2.31,10707,359,5431,2568
6138,19358,141,129,12,32,97,1.97,3.70,129,4,17,15
6139,19362,2140,2068,72,1675,393,2.78,2.44,2068,53,1064,611
6140,19363,6181,5783,398,4045,1738,3.16,2.66,5783,386,2669,1376
6141,19365,2858,2729,129,2042,687,2.87,2.44,2729,171,1372,670
6142,19367,22,22,0,22,0,3.23,-,22,0,15,7
6143,19369,52,52,0,7,45,2.00,1.47,52,0,7,0
6144,19372,885,865,20,507,358,3.28,2.56,865,33,371,136
6145,19373,683,683,0,683,0,2.83,-,683,0,593,90
6146,19374,276,244,32,214,30,2.74,2.53,244,0,94,120
6147,19375,64,64,0,54,10,2.37,-,64,0,0,54
6148,19380,21546,20741,805,14926,5815,2.63,1.86,20741,938,9821,5105
6149,19382,20950,20216,734,14188,6028,2.68,2.00,20216,929,9729,4459
6150,19383,146,126,20,0,126,-,3.02,126,20,0,0
6151,19390,4934,4652,282,3631,1021,2.77,2.79,4652,259,2391,1240
6152,19401,18662,16862,1800,7629,9233,2.76,2.19,16862,2879,5516,2113
6153,19403,19462,18542,920,13447,5095,2.45,2.03,18542,811,8822,4625
6154,19405,2278,2022,256,984,1038,2.37,2.32,2022,143,568,416
6155,19406,13415,12322,1093,6809,5513,2.58,1.96,12322,794,4195,2614
6156,19422,8015,7698,317,6239,1459,2.64,2.25,7698,191,4118,2121
6157,19425,5901,5718,183,5275,443,3.09,2.45,5718,73,4269,1006
6158,19426,13602,12968,634,11496,1472,2.84,1.99,12968,428,8437,3059
6159,19428,9871,9270,601,5012,4258,2.39,1.91,9270,328,3532,1480
6160,19435,67,45,22,37,8,3.11,4.13,45,0,32,5
6161,19436,369,369,0,113,256,2.01,1.30,369,94,35,78
6162,19437,379,379,0,379,0,3.02,-,379,0,265,114
6163,19438,9390,9236,154,7328,1908,2.81,2.10,9236,357,5166,2162
6164,19440,7727,7524,203,5137,2387,2.93,2.10,7524,180,3548,1589
6165,19442,0,0,0,0,0,-,-,0,0,0,0
6166,19444,4998,4764,234,3513,1251,2.52,1.72,4764,180,2667,846
6167,19446,24396,23608,788,15705,7903,2.73,2.12,23608,1392,10730,4975
6168,19453,722,722,0,431,291,2.01,2.00,722,0,334,97
6169,19454,11423,11178,245,8791,2387,2.65,1.80,11178,554,5876,2915
6170,19456,71,71,0,71,0,2.34,-,71,0,33,38
6171,19457,49,49,0,49,0,2.02,-,49,0,26,23
6172,19460,17921,17208,713,12131,5077,2.61,1.97,17208,697,8451,3680
6173,19462,6588,6347,241,5129,1218,2.64,1.79,6347,214,3662,1467
6174,19464,20304,18586,1718,11970,6616,2.61,2.50,18586,1255,8467,3503
6175,19465,7515,7244,271,5754,1490,2.66,2.18,7244,175,4036,1718
6176,19468,10939,10572,367,7952,2620,2.61,2.12,10572,360,5554,2398
6177,19472,39,39,0,23,16,1.48,2.81,39,0,0,23
6178,19473,6673,6424,249,5571,853,2.73,2.64,6424,130,4070,1501
6179,19474,215,215,0,190,25,1.64,-,215,0,132,58
6180,19475,5034,4814,220,3345,1469,2.62,1.74,4814,129,2388,957
6181,19477,26,26,0,26,0,1.50,-,26,0,0,26
6182,19490,166,115,51,115,0,2.37,-,115,0,52,63
6183,19492,438,409,29,89,320,1.89,1.14,409,174,62,27
6184,19501,459,438,21,330,108,2.92,1.98,438,14,213,117
6185,19503,475,452,23,327,125,2.78,1.96,452,16,252,75
6186,19504,2117,1921,196,1715,206,2.58,2.20,1921,33,916,799
6187,19505,1541,1522,19,1234,288,2.25,1.95,1522,29,691,543
6188,19506,2598,2478,120,2126,352,2.73,2.57,2478,75,1316,810
6189,19507,1248,1191,57,962,229,3.25,1.92,1191,23,647,315
6190,19508,6395,6084,311,5011,1073,2.69,1.74,6084,188,3203,1808
6191,19510,3320,3320,0,2962,358,2.59,2.03,3320,128,2185,777
6192,19511,54,54,0,54,0,3.20,-,54,23,28,26
6193,19512,7416,6876,540,5063,1813,2.56,1.94,6876,341,3253,1810
6194,19516,92,92,0,33,59,2.21,1.81,92,6,25,8
6195,19518,5995,5810,185,4938,872,2.89,2.40,5810,347,3531,1407
6196,19520,2618,2484,134,2089,395,2.58,2.11,2484,120,1179,910
6197,19522,5739,5560,179,4714,846,2.56,2.19,5560,373,2793,1921
6198,19523,0,0,0,0,0,-,-,0,0,0,0
6199,19525,5766,5598,168,5135,463,3.04,2.60,5598,90,3881,1254
6200,19526,4980,4728,252,3563,1165,2.44,2.01,4728,208,2158,1405
6201,19529,1226,1183,43,1044,139,3.06,2.13,1183,8,616,428
6202,19530,5296,4748,548,3160,1588,2.36,2.26,4748,348,1686,1474
6203,19533,2454,2410,44,2106,304,2.68,1.68,2410,49,1475,631
6204,19534,842,761,81,647,114,2.35,1.90,761,27,332,315
6205,19535,19,19,0,0,19,-,3.21,19,0,0,0
6206,19536,252,248,4,175,73,2.15,1.88,248,5,135,40
6207,19538,33,33,0,25,8,2.28,3.00,33,0,15,10
6208,19539,1581,1581,0,1386,195,2.56,2.70,1581,52,1012,374
6209,19540,4430,4246,184,3488,758,2.73,2.23,4246,217,2252,1236
6210,19541,1674,1610,64,1451,159,2.73,2.48,1610,59,925,526
6211,19543,2162,2023,139,1755,268,3.06,2.69,2023,61,1204,551
6212,19544,73,60,13,60,0,2.62,-,60,0,22,38
6213,19545,212,212,0,161,51,3.81,2.08,212,0,142,19
6214,19547,2154,1904,250,1629,275,2.41,2.29,1904,24,927,702
6215,19549,147,125,22,89,36,2.60,3.61,125,0,42,47
6216,19550,158,158,0,125,33,2.25,1.82,158,0,90,35
6217,19551,1852,1757,95,1466,291,2.62,1.86,1757,56,879,587
6218,19554,178,156,22,77,79,3.08,1.70,156,0,62,15
6219,19555,1462,1393,69,1032,361,2.50,2.20,1393,37,607,425
6220,19559,139,115,24,97,18,2.39,3.50,115,2,46,51
6221,19560,3950,3806,144,3107,699,2.39,2.22,3806,47,2201,906
6222,19562,1346,1283,63,624,659,2.55,1.56,1283,117,396,228
6223,19564,59,59,0,32,27,3.78,-,59,0,23,9
6224,19565,3461,3388,73,2718,670,2.37,1.81,3388,111,1693,1025
6225,19567,2149,2089,60,1578,511,2.83,2.33,2089,72,885,693
6226,19601,13852,12390,1462,4782,7608,3.05,2.70,12390,3154,2286,2496
6227,19602,7821,6805,1016,2169,4636,3.05,2.33,6805,2196,1068,1101
6228,19604,10369,9581,788,4387,5194,3.14,3.15,9581,2036,2647,1740
6229,19605,8039,7702,337,6364,1338,2.71,2.28,7702,312,4344,2020
6230,19606,14459,13771,688,10790,2981,2.64,2.44,13771,866,6896,3894
6231,19607,10079,9592,487,6204,3388,2.44,2.33,9592,713,4334,1870
6232,19608,9009,8662,347,6847,1815,2.77,2.44,8662,169,4695,2152
6233,19609,4389,4114,275,3479,635,2.59,2.71,4114,129,2542,937
6234,19610,7118,6783,335,4765,2018,2.50,1.56,6783,587,2611,2154
6235,19611,4640,4270,370,2044,2226,2.38,2.40,4270,560,1431,613
6236,19701,16787,16192,595,12276,3916,2.80,2.39,16192,546,8964,3312
6237,19702,21562,20724,838,12384,8340,2.70,2.67,20724,735,8973,3411
6238,19703,6962,6622,340,3324,3298,2.58,2.18,6622,721,2253,1071
6239,19706,734,679,55,473,206,2.56,3.28,679,19,316,157
6240,19707,6504,6261,243,5303,958,2.73,1.92,6261,282,3792,1511
6241,19709,17260,16880,380,14655,2225,2.79,2.55,16880,321,11055,3600
6242,19710,17,17,0,17,0,1.59,-,17,0,17,0
6243,19711,20877,19358,1519,12523,6835,2.57,2.51,19358,1167,7939,4584
6244,19713,12628,11809,819,7369,4440,2.63,2.25,11809,657,4778,2591
6245,19716,0,0,0,0,0,-,-,0,0,0,0
6246,19717,0,0,0,0,0,-,-,0,0,0,0
6247,19720,24091,22685,1406,15417,7268,2.77,2.34,22685,1291,10638,4779
6248,19730,186,168,18,145,23,2.76,2.43,168,2,119,26
6249,19731,114,114,0,106,8,2.25,4.25,114,8,34,72
6250,19732,132,132,0,132,0,2.00,-,132,0,65,67
6251,19733,107,76,31,57,19,1.39,4.26,76,0,32,25
6252,19734,4408,4271,137,3963,308,3.26,2.61,4271,16,3051,912
6253,19735,0,0,0,0,0,-,-,0,0,0,0
6254,19736,13,13,0,13,0,-,-,13,0,0,13
6255,19801,9121,7463,1658,2011,5452,2.37,1.97,7463,2403,1377,634
6256,19802,11840,10740,1100,4900,5840,2.48,2.26,10740,1899,3243,1657
6257,19803,8777,8523,254,7596,927,2.54,1.93,8523,254,5216,2380
6258,19804,7834,7443,391,5489,1954,2.39,2.56,7443,260,3612,1877
6259,19805,17854,16059,1795,8730,7329,2.44,2.41,16059,1794,6285,2445
6260,19806,6441,5932,509,2998,2934,1.92,1.35,5932,804,1999,999
6261,19807,3775,3379,396,2365,1014,2.44,1.77,3379,141,1339,1026
6262,19808,15906,15263,643,11769,3494,2.55,2.39,15263,495,7473,4296
6263,19809,6652,6198,454,4369,1829,2.51,2.19,6198,206,3268,1101
6264,19810,10776,10266,510,8244,2022,2.65,1.98,10266,630,5418,2826
6265,19901,15239,14103,1136,7996,6107,2.55,2.58,14103,1134,4669,3327
6266,19902,0,0,0,0,0,-,-,0,0,0,0
6267,19904,15865,14513,1352,8990,5523,2.61,2.34,14513,1612,6183,2807
6268,19930,8946,1405,7541,1380,25,1.90,3.80,1405,43,752,628
6269,19931,180,162,18,158,4,2.11,3.75,162,0,107,51
6270,19933,3960,3712,248,2884,828,2.68,3.24,3712,60,1603,1281
6271,19934,5162,4745,417,3997,748,2.99,2.84,4745,143,2495,1502
6272,19936,132,115,17,56,59,2.80,2.25,115,15,27,29
6273,19938,3103,3001,102,2416,585,3.18,3.03,3001,52,1758,658
6274,19939,4322,3078,1244,2853,225,2.57,2.83,3078,44,1508,1345
6275,19940,2437,2144,293,1657,487,2.95,2.40,2144,117,1090,567
6276,19941,1118,1014,104,770,244,2.37,4.19,1014,30,609,161
6277,19943,5429,5032,397,4241,791,2.48,2.61,5032,73,2752,1489
6278,19944,1726,298,1428,279,19,2.28,1.05,298,2,103,176
6279,19945,5213,3324,1889,2909,415,2.35,3.01,3324,116,1647,1262
6280,19946,2307,2010,297,1694,316,2.58,2.76,2010,31,898,796
6281,19947,7035,6629,406,4466,2163,2.72,2.89,6629,201,2539,1927
6282,19950,3362,3016,346,2185,831,2.49,1.98,3016,125,1160,1025
6283,19951,901,814,87,778,36,2.64,5.00,814,3,553,225
6284,19952,4260,3854,406,2678,1176,2.79,2.30,3854,147,1675,1003
6285,19953,1862,1731,131,1367,364,2.86,3.20,1731,91,689,678
6286,19954,648,599,49,433,166,2.37,3.20,599,20,284,149
6287,19955,104,97,7,83,14,4.40,3.36,97,0,77,6
6288,19956,6270,5625,645,3802,1823,2.59,3.00,5625,225,1878,1924
6289,19958,17976,13249,4727,10950,2299,2.13,1.91,13249,457,5377,5573
6290,19960,2613,2489,124,2104,385,2.82,2.82,2489,81,1502,602
6291,19962,4399,4142,257,3747,395,2.80,2.99,4142,148,2744,1003
6292,19963,9569,8432,1137,5482,2950,2.47,2.47,8432,801,3381,2101
6293,19964,592,541,51,531,10,2.15,5.60,541,184,396,135
6294,19966,18744,13797,4947,11543,2254,2.20,2.59,13797,332,6431,5112
6295,19967,1456,924,532,856,68,1.78,2.68,924,3,392,464
6296,19968,6753,5547,1206,4829,718,2.45,2.75,5547,57,3062,1767
6297,19970,8109,3666,4443,3343,323,1.93,3.22,3666,48,2132,1211
6298,19971,16139,7240,8899,6298,942,1.94,1.99,7240,254,3321,2977
6299,19973,10404,9659,745,7294,2365,2.67,2.47,9659,673,4600,2694
6300,19975,8197,4395,3802,3763,632,2.20,2.12,4395,184,2009,1754
6301,19977,9040,8546,494,6869,1677,2.70,2.70,8546,208,5045,1824
6302,19979,273,269,4,218,51,2.33,2.59,269,7,175,43
6303,19980,105,100,5,90,10,1.74,1.10,100,0,28,62
6304,20001,25824,22974,2850,7875,15099,1.96,1.75,22974,9190,6612,1263
6305,20002,35592,31832,3760,12230,19602,2.28,1.95,31832,10045,10169,2061
6306,20003,17875,15993,1882,6770,9223,2.18,1.81,15993,3920,5269,1501
6307,20004,1557,1270,287,508,762,1.42,1.26,1270,682,379,129
6308,20005,9853,8802,1051,2469,6333,1.65,1.46,8802,5504,1990,479
6309,20006,828,637,191,49,588,1.20,1.38,637,535,30,19
6310,20007,13016,11668,1348,6465,5203,2.05,1.84,11668,2619,4163,2302
6311,20008,18285,16989,1296,6229,10760,2.05,1.63,16989,5657,4205,2024
6312,20009,31032,28382,2650,9334,19048,1.99,1.69,28382,14176,7699,1635
6313,20010,15560,14255,1305,5649,8606,2.58,2.17,14255,6074,4704,945
6314,20011,29830,26989,2841,13980,13009,2.68,2.26,26989,7166,10573,3407
6315,20012,7174,6784,390,4072,2712,2.61,2.44,6784,1021,3381,691
6316,20015,6565,6072,493,4695,1377,2.72,1.89,6072,827,3302,1393
6317,20016,15427,14092,1335,9206,4886,2.40,1.81,14092,2487,5966,3240
6318,20017,8746,8108,638,4953,3155,2.36,2.30,8108,1611,3952,1001
6319,20018,9534,8858,676,4998,3860,2.57,1.74,8858,2518,3801,1197
6320,20019,29143,26184,2959,10270,15914,2.49,2.36,26184,9762,8083,2187
6321,20020,25991,23071,2920,7678,15393,2.36,2.30,23071,9214,5735,1943
6322,20024,10021,8939,1082,3246,5693,1.47,1.71,8939,3805,2283,963
6323,20032,19613,17796,1817,4028,13768,2.12,2.21,17796,7787,2879,1149
6324,20036,4135,3664,471,1606,2058,1.23,1.30,3664,2379,1250,356
6325,20037,8626,6696,1930,2410,4286,1.41,1.47,6696,3844,1338,1072
6326,20045,0,0,0,0,0,-,-,0,0,0,0
6327,20052,0,0,0,0,0,-,-,0,0,0,0
6328,20057,0,0,0,0,0,-,-,0,0,0,0
6329,20059,0,0,0,0,0,-,-,0,0,0,0
6330,20064,0,0,0,0,0,-,-,0,0,0,0
6331,20105,9388,9366,22,8282,1084,3.38,2.72,9366,120,7213,1069
6332,20106,1881,1631,250,1438,193,2.70,3.07,1631,41,867,571
6333,20109,15201,14582,619,6322,8260,3.32,2.83,14582,596,5209,1113
6334,20110,16083,15263,820,10980,4283,3.19,3.12,15263,708,9066,1914
6335,20111,11599,11025,574,7108,3917,3.38,3.14,11025,244,5556,1552
6336,20112,9122,8894,228,8509,385,3.08,3.62,8894,166,7079,1430
6337,20115,2995,2713,282,1817,896,2.93,2.86,2713,95,1259,558
6338,20117,1635,1407,228,954,453,2.37,1.48,1407,72,700,254
6339,20119,1415,1208,207,961,247,3.11,3.35,1208,16,646,315
6340,20120,14539,14167,372,10636,3531,3.18,2.78,14167,615,8832,1804
6341,20121,9945,9458,487,6615,2843,2.93,2.83,9458,220,5408,1207
6342,20124,5128,5052,76,4594,458,3.07,2.90,5052,63,3532,1062
6343,20129,313,213,100,188,25,3.02,1.92,213,0,155,33
6344,20130,107,107,0,66,41,2.86,1.61,107,0,35,31
6345,20132,5960,5710,250,5124,586,3.20,3.61,5710,71,4228,896
6346,20135,1583,1417,166,1143,274,2.40,2.18,1417,35,874,269
6347,20136,9126,8977,149,8220,757,3.47,3.25,8977,62,7352,868
6348,20137,771,718,53,686,32,2.78,2.22,718,0,509,177
6349,20141,2652,2555,97,2282,273,3.41,1.80,2555,20,1967,315
6350,20143,231,231,0,214,17,2.67,1.35,231,0,126,88
6351,20144,729,610,119,546,64,2.12,3.73,610,0,346,200
6352,20147,24524,23624,900,16440,7184,2.94,2.36,23624,1118,13132,3308
6353,20148,19069,18902,167,15306,3596,3.26,2.76,18902,313,13320,1986
6354,20151,6740,6681,59,5278,1403,3.14,3.99,6681,258,4088,1190
6355,20152,10996,10964,32,9172,1792,3.30,3.23,10964,162,7943,1229
6356,20155,12340,12052,288,10307,1745,3.02,3.28,12052,236,8328,1979
6357,20158,1510,1484,26,1226,258,3.15,4.14,1484,10,1011,215
6358,20164,12935,12583,352,9515,3068,3.38,3.41,12583,382,7559,1956
6359,20165,12225,11926,299,9384,2542,2.96,2.35,11926,352,7722,1662
6360,20166,4821,4672,149,2501,2171,2.85,2.78,4672,178,2183,318
6361,20169,9104,8820,284,8165,655,3.20,2.96,8820,27,6480,1685
6362,20170,14102,13764,338,9778,3986,3.15,3.05,13764,591,7928,1850
6363,20171,18313,17812,501,10331,7481,3.06,2.46,17812,422,8261,2070
6364,20175,11916,11500,416,8703,2797,3.05,2.25,11500,325,7419,1284
6365,20176,17134,16563,571,12445,4118,3.12,2.65,16563,594,10172,2273
6366,20180,2738,2573,165,2288,285,2.95,2.64,2573,69,1775,513
6367,20181,3192,2978,214,2633,345,3.28,2.28,2978,64,2016,617
6368,20184,373,209,164,102,107,1.82,1.34,209,0,45,57
6369,20186,6384,5889,495,3926,1963,2.77,2.18,5889,295,2994,932
6370,20187,6486,6241,245,5451,790,3.12,2.64,6241,283,4461,990
6371,20190,11301,10301,1000,4943,5358,1.99,2.11,10301,573,3703,1240
6372,20191,12310,11898,412,8419,3479,2.46,2.72,11898,419,6152,2267
6373,20194,5792,5638,154,4004,1634,2.34,1.79,5638,106,3180,824
6374,20197,915,915,0,837,78,2.98,-,915,8,656,181
6375,20198,965,760,205,525,235,3.01,2.19,760,15,351,174
6376,20204,0,0,0,0,0,-,-,0,0,0,0
6377,20220,0,0,0,0,0,-,-,0,0,0,0
6378,20230,0,0,0,0,0,-,-,0,0,0,0
6379,20240,0,0,0,0,0,-,-,0,0,0,0
6380,20245,0,0,0,0,0,-,-,0,0,0,0
6381,20250,0,0,0,0,0,-,-,0,0,0,0
6382,20260,0,0,0,0,0,-,-,0,0,0,0
6383,20317,14,0,14,0,0,-,-,0,0,0,0
6384,20319,0,0,0,0,0,-,-,0,0,0,0
6385,20373,65,49,16,0,49,-,5.35,49,0,0,0
6386,20388,0,0,0,0,0,-,-,0,0,0,0
6387,20390,0,0,0,0,0,-,-,0,0,0,0
6388,20408,0,0,0,0,0,-,-,0,0,0,0
6389,20415,0,0,0,0,0,-,-,0,0,0,0
6390,20418,0,0,0,0,0,-,-,0,0,0,0
6391,20422,0,0,0,0,0,-,-,0,0,0,0
6392,20427,0,0,0,0,0,-,-,0,0,0,0
6393,20431,0,0,0,0,0,-,-,0,0,0,0
6394,20510,0,0,0,0,0,-,-,0,0,0,0
6395,20515,0,0,0,0,0,-,-,0,0,0,0
6396,20520,0,0,0,0,0,-,-,0,0,0,0
6397,20530,0,0,0,0,0,-,-,0,0,0,0
6398,20535,0,0,0,0,0,-,-,0,0,0,0
6399,20540,0,0,0,0,0,-,-,0,0,0,0
6400,20542,0,0,0,0,0,-,-,0,0,0,0
6401,20551,0,0,0,0,0,-,-,0,0,0,0
6402,20560,0,0,0,0,0,-,-,0,0,0,0
6403,20565,0,0,0,0,0,-,-,0,0,0,0
6404,20566,0,0,0,0,0,-,-,0,0,0,0
6405,20591,0,0,0,0,0,-,-,0,0,0,0
6406,20601,10220,9544,676,7369,2175,2.72,3.07,9544,138,6150,1219
6407,20602,10903,10426,477,6821,3605,2.81,2.47,10426,556,5732,1089
6408,20603,11345,10944,401,8494,2450,2.96,2.76,10944,323,7117,1377
6409,20606,112,52,60,52,0,1.94,-,52,0,38,14
6410,20607,4033,3932,101,3791,141,2.86,2.00,3932,117,3161,630
6411,20608,308,264,44,242,22,2.65,4.18,264,11,140,102
6412,20609,590,508,82,471,37,3.14,3.54,508,30,336,135
6413,20611,462,429,33,395,34,2.44,3.47,429,0,296,99
6414,20612,69,69,0,69,0,1.91,-,69,0,0,69
6415,20613,5367,5058,309,4755,303,2.91,2.48,5058,163,3845,910
6416,20615,274,223,51,223,0,2.61,-,223,0,164,59
6417,20616,2509,2468,41,2149,319,2.77,3.04,2468,31,1784,365
6418,20617,198,198,0,171,27,2.89,-,198,0,135,36
6419,20618,665,389,276,339,50,2.49,1.38,389,9,116,223
6420,20619,5682,5160,522,3149,2011,2.63,2.47,5160,52,2461,688
6421,20620,568,520,48,433,87,3.06,1.71,520,20,359,74
6422,20621,580,396,184,381,15,2.02,-,396,0,326,55
6423,20622,1643,1609,34,1467,142,3.67,1.62,1609,144,991,476
6424,20623,855,830,25,796,34,2.97,3.21,830,0,720,76
6425,20624,317,306,11,291,15,2.74,4.20,306,0,251,40
6426,20625,615,444,171,380,64,2.28,3.13,444,0,347,33
6427,20626,197,109,88,109,0,2.06,-,109,0,95,14
6428,20628,341,257,84,207,50,2.43,1.66,257,7,56,151
6429,20629,497,332,165,290,42,2.29,2.98,332,0,206,84
6430,20630,204,167,37,101,66,2.12,1.38,167,0,58,43
6431,20632,188,131,57,109,22,5.40,1.59,131,0,39,70
6432,20634,3143,2915,228,1832,1083,2.91,2.62,2915,107,1599,233
6433,20636,3858,3349,509,2991,358,3.20,2.38,3349,76,2472,519
6434,20637,2053,2035,18,1872,163,2.81,4.11,2035,43,1296,576
6435,20639,4952,4705,247,4319,386,3.11,3.59,4705,45,3432,887
6436,20640,4323,4042,281,3012,1030,2.60,2.66,4042,215,2238,774
6437,20645,268,268,0,256,12,2.68,2.08,268,0,205,51
6438,20646,7624,7001,623,5862,1139,2.90,2.43,7001,311,4531,1331
6439,20650,5729,5158,571,3836,1322,2.94,2.35,5158,343,2871,965
6440,20653,11323,10367,956,5754,4613,2.86,2.09,10367,704,3709,2045
6441,20656,50,50,0,41,9,1.34,3.22,50,9,41,0
6442,20657,8065,7253,812,6206,1047,2.83,2.69,7253,111,5123,1083
6443,20658,474,394,80,317,77,2.49,1.81,394,19,215,102
6444,20659,8416,7984,432,6970,1014,2.96,3.28,7984,379,5166,1804
6445,20660,0,0,0,0,0,-,-,0,0,0,0
6446,20661,0,0,0,0,0,-,-,0,0,0,0
6447,20662,1034,923,111,824,99,2.79,1.40,923,31,434,390
6448,20664,1577,1254,323,902,352,2.37,3.38,1254,12,619,283
6449,20667,299,180,119,170,10,1.98,-,180,0,170,0
6450,20670,332,298,34,0,298,-,3.87,298,0,0,0
6451,20674,571,297,274,212,85,4.51,1.71,297,0,162,50
6452,20675,694,694,0,665,29,2.51,3.59,694,17,435,230
6453,20676,1383,1175,208,1022,153,2.46,3.35,1175,11,785,237
6454,20677,816,786,30,699,87,2.74,2.90,786,68,566,133
6455,20678,4830,4506,324,3543,963,2.82,2.13,4506,241,2840,703
6456,20680,286,225,61,204,21,2.97,2.90,225,0,166,38
6457,20684,339,339,0,256,83,2.51,1.52,339,0,166,90
6458,20685,2707,2460,247,2290,170,2.79,2.76,2460,36,1626,664
6459,20686,0,0,0,0,0,-,-,0,0,0,0
6460,20687,253,208,45,142,66,2.38,1.20,208,0,109,33
6461,20688,797,716,81,408,308,2.20,1.46,716,96,172,236
6462,20689,653,629,24,591,38,3.41,8.34,629,0,441,150
6463,20690,526,329,197,254,75,2.77,2.43,329,0,94,160
6464,20692,292,216,76,216,0,2.80,-,216,15,190,26
6465,20693,432,350,82,326,24,3.84,2.04,350,0,243,83
6466,20695,4252,4073,179,3251,822,3.04,2.35,4073,71,2851,400
6467,20701,301,260,41,0,260,-,1.70,260,18,0,0
6468,20705,9472,8958,514,5816,3142,3.22,2.89,8958,544,4412,1404
6469,20706,13673,13111,562,9165,3946,3.41,3.28,13111,749,7072,2093
6470,20707,14498,13525,973,7600,5925,2.77,2.49,13525,668,5845,1755
6471,20708,10763,10279,484,3649,6630,2.74,2.55,10279,818,2714,935
6472,20710,3723,3497,226,678,2819,3.10,2.69,3497,531,433,245
6473,20711,2466,2272,194,2141,131,3.30,1.82,2272,125,954,1187
6474,20712,4830,4592,238,1160,3432,2.78,1.91,4592,1046,896,264
6475,20714,1891,1660,231,1176,484,2.76,2.95,1660,68,1019,157
