,ZipCode,TotalHousingUnits,OccupiedHousingUnits,VacantHousingUnits,OwnerOccupied,RenterOccupied,OwnerOccupiedHouseholdSize,RenterOccupiedHouseholdSize,VehiclesAvailable,NoVehiclesAvailable,WithMortgage,WithoutMortgage
25107,71674,350,243,107,193,50,2.50,1.62,243,18,37,156
25108,71675,931,768,163,684,84,2.30,2.76,768,29,185,499
25109,71676,353,196,157,150,46,2.91,1.98,196,32,46,104
25110,71677,69,51,18,45,6,1.93,2.17,51,7,8,37
25111,71678,0,0,0,0,0,-,-,0,0,0,0
25112,71701,8686,6560,2126,4548,2012,2.75,2.42,6560,735,2221,2327
25113,71720,1150,883,267,596,287,2.39,2.05,883,107,230,366
25114,71721,0,0,0,0,0,-,-,0,0,0,0
25115,71722,31,25,6,19,6,1.63,-,25,4,0,19
25116,71724,213,137,76,97,40,2.59,2.80,137,13,30,67
25117,71725,336,140,196,111,29,2.00,1.79,140,9,42,69
25118,71726,969,500,469,449,51,1.90,3.45,500,39,80,369
25119,71728,24,24,0,24,0,2.46,-,24,0,24,0
25120,71730,13490,11034,2456,7752,3282,2.60,2.67,11034,633,3680,4072
25121,71740,684,417,267,326,91,3.33,4.68,417,4,186,140
25122,71742,2248,1501,747,1043,458,2.77,2.58,1501,130,367,676
25123,71743,1692,1284,408,851,433,2.75,2.30,1284,73,264,587
25124,71744,1684,1054,630,858,196,2.84,3.06,1054,72,238,620
25125,71745,83,47,36,45,2,4.07,4.00,47,0,21,24
25126,71747,730,365,365,346,19,3.37,2.16,365,9,92,254
25127,71748,69,31,38,31,0,2.42,-,31,0,22,9
25128,71749,1674,1312,362,1135,177,2.65,2.03,1312,67,309,826
25129,71751,435,327,108,307,20,2.47,6.95,327,0,86,221
25130,71752,493,303,190,224,79,2.02,2.77,303,20,69,155
25131,71753,7470,5540,1930,3698,1842,2.73,2.62,5540,244,1673,2025
25132,71758,190,59,131,59,0,3.10,-,59,0,0,59
25133,71759,225,165,60,164,1,2.49,6.00,165,3,24,140
25134,71762,1427,1112,315,862,250,2.69,2.26,1112,145,363,499
25135,71763,862,577,285,472,105,2.92,3.09,577,61,189,283
25136,71764,956,520,436,461,59,3.27,2.61,520,15,163,298
25137,71765,1273,941,332,849,92,2.44,1.17,941,33,333,516
25138,71766,330,180,150,167,13,3.18,7.15,180,5,38,129
25139,71770,1878,1188,690,1048,140,2.59,2.44,1188,55,244,804
25140,71772,10,7,3,7,0,2.43,-,7,0,0,7
25141,71801,7037,5740,1297,3622,2118,2.68,2.80,5740,609,1721,1901
25142,71820,44,38,6,38,0,3.39,-,38,0,32,6
25143,71822,3894,3154,740,2518,636,2.39,2.74,3154,222,1128,1390
25144,71823,24,18,6,16,2,3.88,2.00,18,0,12,4
25145,71825,176,125,51,105,20,3.11,4.40,125,0,46,59
25146,71826,547,395,152,301,94,2.37,2.98,395,57,54,247
25147,71827,400,350,50,297,53,2.93,1.06,350,21,66,231
25148,71831,28,21,7,21,0,3.62,-,21,0,0,21
25149,71832,4054,3521,533,2066,1455,3.06,2.89,3521,146,984,1082
25150,71833,997,806,191,670,136,2.18,2.02,806,31,247,423
25151,71834,728,555,173,555,0,2.73,-,555,0,89,466
25152,71835,517,355,162,324,31,2.87,3.03,355,8,98,226
25153,71836,1416,1071,345,901,170,2.76,2.81,1071,81,360,541
25154,71837,1855,1541,314,1266,275,2.84,4.20,1541,35,445,821
25155,71838,654,446,208,356,90,2.21,2.43,446,17,107,249
25156,71839,303,226,77,135,91,2.34,1.40,226,55,26,109
25157,71841,535,288,247,260,28,2.75,2.75,288,45,102,158
25158,71842,988,781,207,562,219,2.46,3.30,781,49,272,290
25159,71845,1116,697,419,480,217,2.63,2.86,697,39,221,259
25160,71846,1203,904,299,644,260,2.86,2.72,904,28,206,438
25161,71847,306,165,141,155,10,2.08,3.10,165,50,26,129
25162,71851,1034,843,191,610,233,2.48,2.29,843,46,273,337
25163,71852,4535,3935,600,2691,1244,2.59,2.45,3935,125,1152,1539
25164,71853,177,144,33,113,31,1.50,2.39,144,4,51,62
25165,71854,16860,13918,2942,8596,5322,2.57,2.40,13918,1343,4088,4508
25166,71855,266,138,128,119,19,1.96,2.63,138,0,25,94
25167,71857,2721,1895,826,1119,776,2.86,2.34,1895,143,324,795
25168,71858,865,699,166,587,112,2.73,2.26,699,27,207,380
25169,71859,275,195,80,145,50,1.59,2.32,195,12,35,110
25170,71860,1291,822,469,673,149,2.34,2.74,822,85,230,443
25171,71861,1398,717,681,572,145,2.69,2.11,717,10,200,372
25172,71862,384,290,94,236,54,1.89,3.41,290,0,59,177
25173,71864,29,23,6,21,2,2.29,5.00,23,0,7,14
25174,71865,145,114,31,81,33,1.83,4.42,114,8,29,52
25175,71866,413,232,181,188,44,2.69,1.66,232,11,134,54
25176,71901,14666,11829,2837,7331,4498,2.57,2.00,11829,1264,4095,3236
25177,71909,10638,9027,1611,7660,1367,1.93,2.28,9027,420,3249,4411
25178,71913,24774,19744,5030,12674,7070,2.32,2.44,19744,1230,7019,5655
25179,71921,1599,1165,434,914,251,3.29,2.61,1165,25,456,458
25180,71922,82,67,15,31,36,3.06,2.47,67,0,12,19
25181,71923,7103,5887,1216,3324,2563,2.47,2.01,5887,295,1766,1558
25182,71929,2020,1715,305,1609,106,2.52,3.15,1715,73,1055,554
25183,71933,615,507,108,353,154,2.31,2.03,507,0,149,204
25184,71935,392,279,113,268,11,2.06,1.27,279,0,61,207
25185,71937,1050,862,188,662,200,2.58,2.84,862,41,241,421
25186,71940,773,639,134,530,109,2.43,2.28,639,30,98,432
25187,71941,970,808,162,647,161,2.38,3.66,808,44,272,375
25188,71942,62,51,11,45,6,3.22,-,51,0,28,17
25189,71943,1837,1625,212,1109,516,2.40,2.29,1625,108,574,535
25190,71944,336,263,73,212,51,3.02,3.20,263,17,78,134
25191,71945,703,621,82,467,154,2.09,2.08,621,20,58,409
25192,71949,822,477,345,352,125,1.87,1.91,477,0,82,270
25193,71950,478,249,229,179,70,2.03,3.51,249,5,57,122
25194,71952,17,17,0,17,0,2.47,-,17,0,0,17
25195,71953,6798,5377,1421,4232,1145,2.34,2.70,5377,268,1838,2394
25196,71956,815,632,183,477,155,2.19,2.38,632,49,166,311
25197,71957,2249,1312,937,996,316,2.20,2.13,1312,53,416,580
25198,71958,1486,991,495,765,226,2.35,2.24,991,17,324,441
25199,71959,296,203,93,175,28,3.58,2.25,203,20,56,119
25200,71960,741,539,202,443,96,2.31,2.14,539,39,78,365
25201,71961,619,446,173,363,83,2.59,2.55,446,8,117,246
25202,71962,448,321,127,274,47,2.92,2.40,321,19,100,174
25203,71964,2087,2002,85,1732,270,2.42,2.34,2002,70,962,770
25204,71965,172,116,56,55,61,1.96,2.05,116,21,14,41
25205,71968,2477,1998,479,1734,264,2.75,2.66,1998,29,937,797
25206,71969,194,147,47,121,26,1.82,2.12,147,0,59,62
25207,71970,433,244,189,244,0,2.43,-,244,0,134,110
25208,71971,286,221,65,144,77,1.93,1.64,221,11,35,109
25209,71972,141,122,19,90,32,4.00,1.75,122,4,58,32
25210,71973,713,570,143,362,208,3.29,2.70,570,63,135,227
25211,71998,26,0,26,0,0,-,-,0,0,0,0
25212,71999,0,0,0,0,0,-,-,0,0,0,0
25213,72001,338,292,46,224,68,2.15,1.90,292,13,55,169
25214,72002,7732,7044,688,6128,916,2.71,3.03,7044,273,4203,1925
25215,72003,335,286,49,246,40,2.95,2.80,286,13,118,128
25216,72004,396,297,99,212,85,2.75,2.19,297,21,71,141
25217,72005,64,43,21,40,3,2.50,-,43,0,24,16
25218,72006,1249,969,280,702,267,2.09,2.82,969,60,249,453
25219,72007,3535,3207,328,2666,541,2.81,2.76,3207,36,1894,772
25220,72010,2706,2222,484,1527,695,2.64,2.31,2222,171,626,901
25221,72011,1766,1649,117,1392,257,2.74,3.35,1649,0,702,690
25222,72012,5692,4800,892,3393,1407,2.81,2.50,4800,74,2032,1361
25223,72013,1061,860,201,581,279,2.52,1.89,860,12,308,273
25224,72014,27,16,11,15,1,2.87,2.00,16,0,10,5
25225,72015,11881,10815,1066,7573,3242,2.45,2.52,10815,608,5215,2358
25226,72016,1213,979,234,761,218,2.53,3.41,979,30,451,310
25227,72017,289,214,75,139,75,1.92,2.12,214,4,29,110
25228,72019,11447,10743,704,8295,2448,2.72,2.43,10743,200,5293,3002
25229,72020,1602,1252,350,1029,223,2.90,2.36,1252,69,310,719
25230,72021,1850,1476,374,894,582,2.27,2.70,1476,178,303,591
25231,72022,7351,7135,216,4934,2201,2.60,1.93,7135,325,3331,1603
25232,72023,14562,13635,927,9623,4012,2.68,2.60,13635,420,6484,3139
25233,72024,1826,1567,259,1312,255,2.63,2.62,1567,77,645,667
25234,72025,371,310,61,282,28,2.35,2.46,310,7,60,222
25235,72026,161,65,96,44,21,2.64,5.33,65,0,11,33
25236,72027,629,587,42,476,111,2.63,1.55,587,81,154,322
25237,72028,0,0,0,0,0,-,-,0,0,0,0
25238,72029,873,639,234,390,249,3.21,2.01,639,129,115,275
25239,72030,403,396,7,339,57,2.07,2.91,396,0,137,202
25240,72031,3636,2662,974,1892,770,2.62,1.87,2662,306,783,1109
25241,72032,14340,12940,1400,7789,5151,2.56,2.41,12940,642,5057,2732
25242,72034,21230,19259,1971,9445,9814,2.64,2.18,19259,958,6588,2857
25243,72035,0,0,0,0,0,-,-,0,0,0,0
25244,72036,438,269,169,170,99,2.40,1.89,269,38,21,149
25245,72038,82,53,29,47,6,2.00,-,53,0,17,30
25246,72039,968,835,133,713,122,3.01,2.50,835,49,364,349
25247,72040,1192,993,199,641,352,2.31,2.00,993,30,288,353
25248,72041,709,525,184,402,123,2.17,2.96,525,33,85,317
25249,72042,2531,2059,472,1498,561,2.33,2.44,2059,155,501,997
25250,72044,785,440,345,398,42,3.08,2.02,440,0,205,193
25251,72045,660,509,151,446,63,2.21,3.30,509,13,205,241
25252,72046,1937,1636,301,1040,596,2.49,2.45,1636,66,428,612
25253,72047,414,323,91,280,43,2.79,1.35,323,34,129,151
25254,72048,60,18,42,18,0,4.28,-,18,0,6,12
25255,72051,280,151,129,108,43,4.28,1.53,151,43,36,72
25256,72052,50,38,12,28,10,2.50,4.40,38,6,19,9
25257,72053,87,62,25,24,38,2.63,3.29,62,38,0,24
25258,72055,388,261,127,206,55,2.27,3.35,261,3,68,138
25259,72057,565,479,86,438,41,2.65,3.78,479,0,82,356
25260,72058,7074,6484,590,5073,1411,2.93,2.71,6484,274,3378,1695
25261,72059,67,27,40,27,0,1.70,-,27,15,12,15
25262,72060,335,257,78,231,26,2.28,2.15,257,8,55,176
25263,72061,56,37,19,37,0,2.08,-,37,0,13,24
25264,72063,804,714,90,592,122,2.37,3.00,714,41,183,409
25265,72064,1203,1018,185,768,250,2.70,2.64,1018,18,426,342
25266,72065,2360,1963,397,1622,341,2.83,2.80,1963,78,1089,533
25267,72066,52,52,0,29,23,4.48,2.87,52,0,0,29
25268,72067,2878,1253,1625,964,289,1.97,2.21,1253,61,407,557
25269,72068,347,307,40,183,124,2.77,3.68,307,5,86,97
25270,72069,834,484,350,321,163,2.09,2.11,484,60,73,248
25271,72070,1020,713,307,586,127,2.49,3.59,713,132,213,373
25272,72072,183,140,43,126,14,2.32,2.00,140,7,47,79
25273,72073,531,294,237,197,97,2.80,2.91,294,21,105,92
25274,72074,62,39,23,35,4,3.40,-,39,4,22,13
25275,72075,3,1,2,1,0,3.00,-,1,0,0,1
25276,72076,18076,15490,2586,8216,7274,2.67,2.33,15490,1078,5042,3174
25277,72079,211,165,46,165,0,3.15,-,165,0,82,83
25278,72080,266,199,67,194,5,2.24,-,199,0,83,111
25279,72081,3091,2822,269,1857,965,2.68,2.63,2822,160,891,966
25280,72082,938,821,117,400,421,3.38,2.08,821,78,127,273
25281,72083,111,87,24,60,27,2.45,2.48,87,5,20,40
25282,72084,512,373,139,302,71,3.42,3.31,373,10,84,218
25283,72085,117,113,4,61,52,2.03,2.90,113,18,21,40
25284,72086,4753,4348,405,3236,1112,2.67,2.68,4348,463,1826,1410
25285,72087,726,639,87,613,26,2.54,2.69,639,155,223,390
25286,72088,2261,1383,878,1218,165,1.66,1.13,1383,63,469,749
25287,72099,0,0,0,0,0,-,-,0,0,0,0
25288,72101,1421,1249,172,866,383,2.63,2.09,1249,106,407,459
25289,72102,1237,1130,107,952,178,2.51,2.26,1130,55,532,420
25290,72103,5929,5248,681,4174,1074,2.70,2.94,5248,191,2193,1981
25291,72104,9721,8223,1498,6022,2201,2.64,2.53,8223,412,3144,2878
25292,72106,2582,2120,462,1645,475,2.83,2.71,2120,107,950,695
25293,72107,43,21,22,21,0,2.19,-,21,0,13,8
25294,72108,21,0,21,0,0,-,-,0,0,0,0
25295,72110,5282,4684,598,2535,2149,2.57,2.29,4684,491,1275,1260
25296,72111,553,464,89,416,48,2.70,2.46,464,15,266,150
25297,72112,4404,3771,633,2379,1392,2.42,2.12,3771,315,1021,1358
25298,72113,12097,11348,749,6625,4723,2.65,2.04,11348,251,4516,2109
25299,72114,6529,4849,1680,1310,3539,2.28,2.04,4849,1142,516,794
25300,72116,10177,9388,789,6376,3012,2.31,1.94,9388,524,3913,2463
25301,72117,6621,5465,1156,3447,2018,2.62,2.62,5465,494,2459,988
25302,72118,10166,8992,1174,5260,3732,2.42,2.44,8992,578,3185,2075
25303,72119,0,0,0,0,0,-,-,0,0,0,0
25304,72120,14995,13654,1341,9672,3982,2.51,2.27,13654,272,6759,2913
25305,72121,1516,1201,315,898,303,2.58,2.66,1201,96,547,351
25306,72122,440,440,0,410,30,2.50,2.57,440,0,123,287
25307,72123,173,129,44,85,44,2.64,2.00,129,21,37,48
25308,72125,376,306,70,240,66,2.65,2.41,306,14,97,143
25309,72126,1815,1330,485,990,340,3.00,2.33,1330,68,491,499
25310,72127,1118,950,168,801,149,2.25,2.77,950,20,389,412
25311,72128,326,274,52,205,69,2.97,2.26,274,4,115,90
25312,72129,541,457,84,416,41,2.87,1.41,457,2,103,313
25313,72130,171,140,31,99,41,3.58,1.46,140,12,17,82
25314,72131,2452,1831,621,1505,326,2.23,2.90,1831,30,573,932
25315,72132,1459,1256,203,964,292,2.67,3.13,1256,28,427,537
25316,72133,64,12,52,0,12,-,-,12,0,0,0
25317,72134,305,238,67,200,38,1.72,4.45,238,0,113,87
25318,72135,1469,1376,93,1178,198,2.51,2.00,1376,0,663,515
25319,72136,769,769,0,636,133,2.73,4.77,769,14,154,482
25320,72137,920,799,121,679,120,2.69,3.45,799,42,285,394
25321,72139,131,118,13,56,62,2.00,2.84,118,11,23,33
25322,72140,192,106,86,86,20,2.90,3.85,106,0,35,51
25323,72141,269,171,98,116,55,3.09,2.84,171,0,55,61
25324,72142,1160,933,227,838,95,2.38,3.47,933,15,419,419
25325,72143,14689,12595,2094,7997,4598,2.54,2.27,12595,951,4662,3335
25326,72150,5356,4767,589,3492,1275,2.51,2.67,4767,171,1821,1671
25327,72152,316,264,52,164,100,1.51,2.39,264,23,99,65
25328,72153,1731,1280,451,1118,162,3.01,1.88,1280,34,709,409
25329,72156,241,230,11,213,17,2.38,-,230,0,166,47
25330,72157,585,478,107,383,95,2.37,2.72,478,18,144,239
25331,72160,4548,3546,1002,2114,1432,2.86,2.31,3546,394,1147,967
25332,72165,28,28,0,16,12,2.06,4.33,28,0,0,16
25333,72166,238,73,165,69,4,2.58,-,73,0,14,55
25334,72167,639,566,73,503,63,2.47,2.38,566,52,290,213
25335,72168,167,72,95,61,11,4.15,2.73,72,2,18,43
25336,72169,44,34,10,29,5,2.41,2.00,34,2,1,28
25337,72170,142,135,7,125,10,2.01,1.90,135,0,78,47
25338,72173,3816,3522,294,3075,447,2.74,2.85,3522,55,1704,1371
25339,72175,214,148,66,92,56,2.46,3.75,148,2,20,72
25340,72176,3505,3183,322,2125,1058,2.91,2.99,3183,91,1659,466
25341,72178,20,17,3,17,0,1.82,-,17,0,2,15
25342,72179,217,140,77,117,23,2.70,-,140,0,50,67
25343,72180,20,20,0,20,0,4.65,-,20,0,8,12
25344,72181,6,6,0,6,0,-,-,6,0,0,6
25345,72182,163,81,82,57,24,1.40,-,81,0,19,38
25346,72183,0,0,0,0,0,-,-,0,0,0,0
25347,72199,0,0,0,0,0,-,-,0,0,0,0
25348,72201,627,553,74,136,417,1.57,1.59,553,93,92,44
25349,72202,7188,5219,1969,1559,3660,2.15,1.60,5219,722,849,710
25350,72204,14527,12219,2308,7146,5073,2.36,2.47,12219,1570,4130,3016
25351,72205,12290,10422,1868,5001,5421,2.10,1.86,10422,873,3363,1638
25352,72206,10373,8300,2073,5454,2846,2.65,2.51,8300,1122,2569,2885
25353,72207,5994,5329,665,3771,1558,2.22,1.94,5329,143,2369,1402
25354,72209,13639,11739,1900,5365,6374,2.76,2.93,11739,1167,3518,1847
25355,72210,6782,6197,585,3818,2379,2.48,2.24,6197,304,2290,1528
25356,72211,12088,10803,1285,5686,5117,2.35,1.95,10803,470,3987,1699
25357,72212,5285,5111,174,4418,693,2.48,2.69,5111,157,2773,1645
25358,72223,11562,10790,772,6643,4147,2.63,1.97,10790,224,4588,2055
25359,72227,5700,5032,668,3305,1727,2.56,2.03,5032,329,2311,994
25360,72301,11108,9796,1312,4569,5227,2.40,2.55,9796,1406,2727,1842
25361,72311,56,36,20,31,5,1.84,1.40,36,2,15,16
25362,72313,0,0,0,0,0,-,-,0,0,0,0
25363,72315,10204,7927,2277,4638,3289,2.64,2.46,7927,751,2447,2191
25364,72320,93,30,63,30,0,2.83,-,30,0,5,25
25365,72322,22,17,5,17,0,2.71,-,17,0,4,13
25366,72324,1133,878,255,629,249,2.51,2.46,878,61,271,358
25367,72325,3,3,0,1,2,4.00,4.00,3,0,1,0
25368,72326,1051,946,105,597,349,2.42,2.17,946,58,244,353
25369,72327,663,561,102,434,127,2.76,1.72,561,55,186,248
25370,72328,31,16,15,0,16,-,2.75,16,0,0,0
25371,72329,0,0,0,0,0,-,-,0,0,0,0
25372,72330,239,172,67,135,37,3.60,3.32,172,16,45,90
25373,72331,1264,929,335,507,422,2.50,2.67,929,208,204,303
25374,72332,46,46,0,7,39,1.43,3.38,46,20,5,2
25375,72333,208,165,43,116,49,2.05,2.10,165,29,33,83
25376,72335,6499,5424,1075,2568,2856,2.45,2.69,5424,854,1077,1491
25377,72338,14,14,0,5,9,-,-,14,0,0,5
25378,72339,80,74,6,62,12,2.27,1.33,74,6,8,54
25379,72340,67,42,25,42,0,2.14,-,42,0,0,42
25380,72341,117,92,25,41,51,2.22,2.18,92,2,2,39
25381,72342,2396,1626,770,558,1068,2.60,2.25,1626,470,261,297
25382,72346,243,209,34,180,29,2.90,3.07,209,16,44,136
25383,72347,361,319,42,198,121,2.47,3.12,319,4,82,116
25384,72348,1473,1007,466,644,363,2.40,1.76,1007,129,406,238
25385,72350,462,405,57,230,175,2.29,2.64,405,54,97,133
25386,72351,433,300,133,166,134,2.32,2.64,300,10,49,117
25387,72352,8,5,3,5,0,1.20,-,5,0,5,0
25388,72353,35,13,22,13,0,1.46,-,13,0,0,13
25389,72354,1060,866,194,574,292,2.51,3.13,866,63,248,326
25390,72355,978,816,162,583,233,2.45,2.09,816,74,147,436
25391,72358,608,487,121,309,178,2.92,2.74,487,67,67,242
25392,72359,196,153,43,91,62,1.47,2.42,153,23,49,42
25393,72360,2711,1975,736,1099,876,2.31,3.11,1975,481,324,775
25394,72364,6355,5792,563,4008,1784,2.81,2.67,5792,109,2882,1126
25395,72365,1204,996,208,655,341,2.40,2.26,996,122,227,428
25396,72366,1121,849,272,566,283,2.59,2.74,849,49,127,439
25397,72367,7,0,7,0,0,-,-,0,0,0,0
25398,72368,557,441,116,345,96,2.63,3.45,441,43,124,221
25399,72369,0,0,0,0,0,-,-,0,0,0,0
25400,72370,3443,2829,614,1332,1497,2.61,2.54,2829,522,593,739
25401,72372,721,668,53,495,173,2.70,2.23,668,75,179,316
25402,72373,554,368,186,200,168,2.43,2.55,368,90,46,154
25403,72374,278,260,18,196,64,2.09,3.38,260,0,87,109
25404,72376,659,584,75,502,82,2.65,1.50,584,10,141,361
25405,72377,23,23,0,0,23,-,-,23,23,0,0
25406,72379,28,6,22,6,0,1.83,-,6,0,0,6
25407,72383,44,44,0,44,0,1.59,-,44,0,0,44
25408,72384,352,277,75,165,112,3.34,2.41,277,33,80,85
25409,72386,788,616,172,443,173,2.56,2.67,616,35,178,265
25410,72387,0,0,0,0,0,-,-,0,0,0,0
25411,72389,203,190,13,110,80,1.95,3.96,190,47,20,90
25412,72390,3427,2473,954,1225,1248,2.70,3.27,2473,339,442,783
25413,72391,18,18,0,18,0,2.78,-,18,0,18,0
25414,72392,197,171,26,141,30,3.33,3.53,171,31,17,124
25415,72394,219,104,115,78,26,2.78,5.00,104,3,28,50
25416,72395,588,515,73,316,199,2.23,2.90,515,43,231,85
25417,72396,5527,4748,779,3115,1633,2.72,2.47,4748,362,1682,1433
25418,72401,18717,16785,1932,7756,9029,2.59,2.27,16785,1646,4097,3659
25419,72404,12323,11396,927,7645,3751,2.64,2.53,11396,429,5304,2341
25420,72405,6479,5950,529,3884,2066,2.74,2.68,5950,156,2450,1434
25421,72410,189,135,54,85,50,2.41,2.50,135,0,37,48
25422,72411,1169,1058,111,594,464,2.87,2.83,1058,14,245,349
25423,72412,236,204,32,196,8,2.41,-,204,0,41,155
25424,72413,360,245,115,190,55,1.98,2.89,245,13,55,135
25425,72414,158,142,16,83,59,2.40,1.98,142,3,40,43
25426,72415,498,398,100,335,63,3.29,2.84,398,17,145,190
25427,72416,2289,1973,316,1464,509,2.70,2.22,1973,19,843,621
25428,72417,2153,2018,135,1304,714,2.98,2.28,2018,48,822,482
25429,72419,766,690,76,499,191,2.72,2.19,690,64,173,326
25430,72421,209,143,66,69,74,3.57,3.41,143,7,35,34
25431,72422,2416,1799,617,1189,610,2.26,2.90,1799,190,488,701
25432,72424,38,34,4,25,9,2.04,4.78,34,0,11,14
25433,72425,144,132,12,128,4,2.59,3.50,132,4,49,79
25434,72426,68,68,0,48,20,2.48,1.10,68,4,16,32
25435,72427,33,22,11,17,5,1.59,3.40,22,0,10,7
25436,72428,56,53,3,20,33,3.85,1.15,53,0,16,4
25437,72429,204,122,82,71,51,2.18,1.24,122,1,15,56
25438,72430,217,182,35,134,48,2.54,2.52,182,2,23,111
25439,72431,219,167,52,114,53,2.66,2.13,167,4,20,94
25440,72432,2551,2290,261,1656,634,2.88,2.62,2290,189,657,999
25441,72433,1216,1053,163,665,388,2.55,2.19,1053,72,226,439
25442,72434,871,847,24,746,101,2.57,2.18,847,20,230,516
25443,72435,198,161,37,148,13,1.66,1.77,161,11,68,80
25444,72436,368,342,26,298,44,2.60,5.27,342,6,97,201
25445,72437,1493,1313,180,972,341,2.37,2.41,1313,43,490,482
25446,72438,1052,930,122,590,340,2.66,2.86,930,26,195,395
25447,72440,110,80,30,67,13,2.00,2.31,80,6,30,37
25448,72441,28,16,12,16,0,1.25,-,16,0,0,16
25449,72442,1856,1702,154,1118,584,2.81,2.28,1702,85,565,553
25450,72443,1490,1323,167,884,439,2.36,2.70,1323,51,452,432
25451,72444,826,656,170,541,115,2.51,2.05,656,23,236,305
25452,72445,21,17,4,13,4,2.00,2.00,17,0,7,6
25453,72447,842,737,105,505,232,2.50,2.43,737,34,204,301
25454,72449,86,64,22,44,20,2.57,2.05,64,5,22,22
25455,72450,16307,15127,1180,9656,5471,2.60,2.49,15127,777,5648,4008
25456,72453,141,66,75,66,0,1.76,-,66,1,8,58
25457,72454,2386,2039,347,1403,636,2.16,2.48,2039,72,635,768
25458,72455,5813,5178,635,3700,1478,2.54,2.65,5178,319,1591,2109
25459,72456,288,218,70,192,26,2.07,1.88,218,2,65,127
25460,72457,114,99,15,92,7,2.48,1.57,99,2,65,27
25461,72458,288,195,93,186,9,2.83,5.78,195,0,89,97
25462,72459,938,596,342,486,110,2.28,1.68,596,26,152,334
25463,72460,439,331,108,236,95,1.98,1.89,331,4,75,161
25464,72461,1700,1508,192,1086,422,2.49,2.44,1508,113,393,693
25465,72462,222,163,59,73,90,3.04,2.13,163,12,27,46
25466,72464,11,7,4,5,2,1.40,4.50,7,0,2,3
25467,72466,539,402,137,326,76,3.08,3.08,402,0,98,228
25468,72467,106,41,65,0,41,-,1.98,41,0,0,0
25469,72469,571,470,101,385,85,2.43,2.92,470,24,129,256
25470,72470,122,102,20,82,20,2.29,2.10,102,3,15,67
25471,72471,426,390,36,279,111,2.87,4.36,390,6,115,164
25472,72472,4177,3799,378,2283,1516,2.40,2.41,3799,344,1014,1269
25473,72473,1100,908,192,699,209,2.47,2.57,908,37,339,360
25474,72476,3350,2821,529,1694,1127,2.42,2.43,2821,198,779,915
25475,72478,101,101,0,101,0,1.90,-,101,0,54,47
25476,72479,683,506,177,307,199,2.51,2.65,506,9,123,184
25477,72482,846,511,335,428,83,2.67,3.20,511,64,161,267
25478,72501,11179,9852,1327,6532,3320,2.71,2.41,9852,746,3981,2551
25479,72512,1121,873,248,692,181,2.61,3.28,873,30,354,338
25480,72513,1319,1103,216,836,267,2.27,2.04,1103,64,337,499
25481,72515,0,0,0,0,0,-,-,0,0,0,0
25482,72517,145,102,43,102,0,2.56,-,102,0,55,47
25483,72519,1420,936,484,749,187,2.46,2.49,936,42,323,426
25484,72520,284,263,21,263,0,1.28,-,263,0,71,192
25485,72521,2250,1904,346,1301,603,2.82,2.78,1904,125,504,797
25486,72522,194,194,0,140,54,1.58,3.15,194,0,60,80
25487,72523,595,426,169,366,60,2.37,1.58,426,47,93,273
25488,72524,238,177,61,93,84,1.20,3.35,177,0,0,93
25489,72526,44,34,10,25,9,1.40,2.67,34,0,0,25
25490,72527,261,201,60,169,32,2.72,2.63,201,0,122,47
25491,72528,166,153,13,130,23,1.81,-,153,23,42,88
25492,72529,2992,2002,990,1684,318,2.29,3.61,2002,45,748,936
25493,72530,1097,622,475,581,41,1.94,2.37,622,19,287,294
25494,72531,843,271,572,256,15,2.46,5.33,271,0,88,168
25495,72532,689,426,263,360,66,2.54,1.59,426,6,113,247
25496,72533,191,133,58,112,21,1.89,2.71,133,4,15,97
25497,72534,676,594,82,561,33,2.50,2.00,594,0,244,317
25498,72536,163,118,45,102,16,2.00,8.06,118,1,49,53
25499,72537,620,355,265,281,74,2.04,2.34,355,57,106,175
25500,72538,349,327,22,307,20,3.02,4.00,327,0,109,198
25501,72539,129,129,0,129,0,2.64,-,129,0,70,59
25502,72540,74,35,39,21,14,3.29,2.64,35,0,9,12
25503,72542,2284,1558,726,1414,144,2.34,2.22,1558,92,716,698
25504,72543,6629,5329,1300,3813,1516,2.28,2.58,5329,98,1633,2180
25505,72544,740,384,356,324,60,1.62,2.25,384,45,128,196
25506,72546,44,32,12,32,0,1.63,-,32,0,22,10
