,ZipCode,TotalHousingUnits,OccupiedHousingUnits,VacantHousingUnits,OwnerOccupied,RenterOccupied,OwnerOccupiedHouseholdSize,RenterOccupiedHouseholdSize,VehiclesAvailable,NoVehiclesAvailable,WithMortgage,WithoutMortgage
25507,72550,337,296,41,293,3,2.29,-,296,0,33,260
25508,72553,78,76,2,67,9,3.28,2.00,76,0,60,7
25509,72554,1616,1035,581,896,139,2.90,2.72,1035,54,416,480
25510,72555,202,138,64,105,33,1.63,2.00,138,0,49,56
25511,72556,1914,1296,618,906,390,3.06,2.28,1296,209,469,437
25512,72560,4710,3175,1535,2168,1007,2.73,1.88,3175,284,817,1351
25513,72561,328,208,120,182,26,3.45,2.08,208,15,95,87
25514,72562,1155,957,198,643,314,2.18,2.94,957,89,326,317
25515,72564,264,139,125,116,23,2.73,2.39,139,5,74,42
25516,72565,416,306,110,263,43,3.15,2.40,306,6,164,99
25517,72566,316,199,117,188,11,2.47,4.64,199,0,61,127
25518,72567,103,88,15,73,15,3.42,2.67,88,0,28,45
25519,72568,596,432,164,353,79,2.70,4.03,432,8,138,215
25520,72569,309,210,99,181,29,2.78,3.14,210,0,89,92
25521,72571,234,193,41,193,0,1.93,-,193,0,151,42
25522,72572,152,147,5,94,53,2.47,2.17,147,4,14,80
25523,72573,157,133,24,111,22,3.50,2.27,133,0,53,58
25524,72576,1731,1333,398,891,442,2.27,2.28,1333,109,478,413
25525,72577,494,339,155,221,118,3.21,1.79,339,1,112,109
25526,72578,80,80,0,80,0,2.03,-,80,0,0,80
25527,72579,649,549,100,401,148,2.29,2.69,549,15,226,175
25528,72581,887,585,302,535,50,1.87,1.96,585,0,339,196
25529,72583,733,595,138,480,115,3.15,3.77,595,25,300,180
25530,72584,190,92,98,92,0,3.29,-,92,0,71,21
25531,72585,160,100,60,100,0,1.99,-,100,0,34,66
25532,72587,67,6,61,6,0,2.00,-,6,0,0,6
25533,72601,13638,12270,1368,8381,3889,2.46,2.24,12270,722,4398,3983
25534,72611,765,641,124,515,126,2.77,3.08,641,9,144,371
25535,72615,20,13,7,9,4,4.11,1.75,13,0,6,3
25536,72616,4408,3831,577,2923,908,2.59,2.89,3831,193,1428,1495
25537,72617,174,80,94,79,1,5.44,2.00,80,12,52,27
25538,72619,1153,766,387,558,208,2.51,1.43,766,63,283,275
25539,72623,306,295,11,295,0,2.94,-,295,6,193,102
25540,72624,185,123,62,107,16,3.40,3.38,123,0,38,69
25541,72626,949,749,200,619,130,2.17,1.58,749,30,251,368
25542,72628,486,405,81,356,49,2.31,2.49,405,27,139,217
25543,72629,267,215,52,201,14,2.06,1.50,215,0,34,167
25544,72630,76,55,21,44,11,1.93,2.45,55,0,24,20
25545,72631,2988,2025,963,1675,350,2.25,1.49,2025,19,748,927
25546,72632,2714,2070,644,1551,519,2.10,2.24,2070,152,834,717
25547,72633,979,790,189,744,46,2.56,3.63,790,40,293,451
25548,72634,2238,1724,514,1324,400,2.23,2.90,1724,73,669,655
25549,72635,1595,1415,180,1014,401,2.37,2.80,1415,11,537,477
25550,72636,19,5,14,5,0,1.00,-,5,0,1,4
25551,72638,3064,2588,476,1758,830,2.98,2.43,2588,136,766,992
25552,72639,340,233,107,167,66,3.02,3.55,233,38,28,139
25553,72640,263,237,26,237,0,2.95,-,237,0,120,117
25554,72641,1188,831,357,563,268,2.92,1.88,831,27,301,262
25555,72642,1118,1011,107,869,142,1.89,2.09,1011,27,503,366
25556,72644,1321,1028,293,901,127,2.68,1.72,1028,8,373,528
25557,72645,1033,652,381,462,190,2.43,2.63,652,62,135,327
25558,72648,239,114,125,80,34,3.31,4.68,114,9,66,14
25559,72650,2505,1683,822,1253,430,2.59,2.24,1683,93,325,928
25560,72651,655,571,84,413,158,2.01,3.53,571,0,207,206
25561,72653,14898,13065,1833,9543,3522,2.14,2.15,13065,614,4440,5103
25562,72655,283,191,92,158,33,1.86,1.94,191,0,20,138
25563,72658,835,575,260,477,98,2.08,2.84,575,28,181,296
25564,72660,286,273,13,264,9,2.31,4.22,273,2,147,117
25565,72661,508,377,131,341,36,2.46,-,377,0,111,230
25566,72662,1392,1042,350,691,351,2.81,2.31,1042,99,228,463
25567,72663,98,98,0,75,23,2.92,1.09,98,0,41,34
25568,72666,217,64,153,64,0,1.83,-,64,0,18,46
25569,72668,231,109,122,109,0,2.55,-,109,0,65,44
25570,72669,65,42,23,40,2,2.90,2.50,42,3,9,31
25571,72670,101,49,52,38,11,2.95,6.45,49,0,8,30
25572,72672,205,108,97,88,20,2.67,2.40,108,0,38,50
25573,72675,1006,559,447,409,150,2.47,3.01,559,42,118,291
25574,72677,295,254,41,209,45,2.62,3.82,254,8,66,143
25575,72679,43,9,34,0,9,-,-,9,0,0,0
25576,72680,490,341,149,257,84,2.42,3.42,341,23,48,209
25577,72682,133,53,80,48,5,2.71,2.40,53,0,32,16
25578,72683,200,146,54,61,85,2.92,2.67,146,0,19,42
25579,72685,570,468,102,400,68,2.65,3.07,468,8,193,207
25580,72686,142,73,69,73,0,3.10,-,73,0,9,64
25581,72687,3647,2933,714,2305,628,2.36,2.68,2933,113,874,1431
25582,72701,19203,17206,1997,7352,9854,2.56,2.20,17206,1079,4818,2534
25583,72703,16770,15642,1128,6188,9454,2.52,1.94,15642,1199,3922,2266
25584,72704,12901,11967,934,7141,4826,2.45,2.12,11967,303,4599,2542
25585,72712,15400,13964,1436,7951,6013,2.95,2.26,13964,680,5768,2183
25586,72713,8717,8231,486,4375,3856,2.94,2.43,8231,120,3437,938
25587,72714,5828,5486,342,4765,721,2.62,2.15,5486,56,3395,1370
25588,72715,8039,7067,972,6233,834,2.28,2.23,7067,138,3422,2811
25589,72717,495,495,0,358,137,2.36,2.85,495,0,60,298
25590,72718,1727,1601,126,1511,90,2.99,2.60,1601,0,1103,408
25591,72719,6101,5780,321,3930,1850,2.87,2.76,5780,158,3138,792
25592,72721,236,236,0,215,21,2.35,2.10,236,0,59,156
25593,72722,1188,1034,154,644,390,2.53,2.83,1034,57,327,317
25594,72727,2771,2541,230,2066,475,2.60,2.53,2541,32,1088,978
25595,72729,108,98,10,98,0,1.06,-,98,0,71,27
25596,72730,3821,3597,224,2923,674,2.99,2.04,3597,103,2098,825
25597,72732,2825,2043,782,1856,187,2.64,2.40,2043,34,853,1003
25598,72734,3625,3398,227,2414,984,2.48,3.45,3398,100,1397,1017
25599,72736,2747,2493,254,2028,465,3.18,3.30,2493,103,1185,843
25600,72738,1000,779,221,696,83,2.97,4.58,779,11,334,362
25601,72739,296,215,81,117,98,2.63,2.03,215,7,49,68
25602,72740,4162,3257,905,2617,640,2.83,3.26,3257,199,1035,1582
25603,72742,344,265,79,252,13,1.70,1.08,265,12,219,33
25604,72744,2025,1783,242,1197,586,2.69,2.54,1783,57,596,601
25605,72745,4905,4640,265,3122,1518,2.98,2.74,4640,41,2122,1000
25606,72747,46,46,0,46,0,1.83,-,46,0,0,46
25607,72749,65,65,0,26,39,9.23,5.33,65,0,26,0
25608,72751,3128,3052,76,2227,825,2.90,2.87,3052,151,1464,763
25609,72752,173,119,54,75,44,1.43,-,119,27,50,25
25610,72753,4023,3640,383,2631,1009,2.68,2.71,3640,108,1611,1020
25611,72756,17104,15360,1744,9613,5747,2.77,2.45,15360,457,5652,3961
25612,72758,16424,15243,1181,9138,6105,3.05,2.55,15243,367,6497,2641
25613,72760,127,108,19,94,14,3.27,2.29,108,1,52,42
25614,72761,8377,7562,815,4778,2784,2.68,2.66,7562,258,3012,1766
25615,72762,15521,14821,700,10489,4332,3.03,2.72,14821,413,6642,3847
25616,72764,20707,19337,1370,8758,10579,3.08,2.91,19337,801,5566,3192
25617,72768,554,450,104,310,140,2.37,3.66,450,24,146,164
25618,72769,533,440,93,345,95,3.23,2.54,440,7,162,183
25619,72773,663,530,133,426,104,2.92,2.09,530,13,230,196
25620,72774,2867,2584,283,2098,486,2.76,2.82,2584,93,1297,801
25621,72776,359,322,37,301,21,2.36,1.86,322,0,122,179
25622,72801,7302,6222,1080,2778,3444,2.63,2.44,6222,690,1591,1187
25623,72802,9700,8726,974,7337,1389,2.59,2.88,8726,243,4119,3218
25624,72821,796,675,121,442,233,2.73,2.99,675,39,155,287
25625,72823,2653,2299,354,1687,612,2.54,2.51,2299,51,907,780
25626,72824,905,676,229,367,309,3.37,2.74,676,61,154,213
25627,72826,7,1,6,1,0,4.00,-,1,0,0,1
25628,72827,85,75,10,46,29,2.35,-,75,0,27,19
25629,72828,65,65,0,6,59,2.33,1.37,65,0,6,0
25630,72829,20,0,20,0,0,-,-,0,0,0,0
25631,72830,6944,6147,797,3836,2311,2.78,2.23,6147,315,2020,1816
25632,72832,361,325,36,214,111,2.72,1.69,325,44,95,119
25633,72833,1488,1225,263,774,451,2.67,3.45,1225,71,371,403
25634,72834,4101,3593,508,2540,1053,2.81,2.40,3593,277,1286,1254
25635,72835,342,316,26,281,35,2.56,2.51,316,9,107,174
25636,72837,3781,3145,636,2454,691,2.43,2.62,3145,115,1261,1193
25637,72838,102,102,0,102,0,2.30,-,102,0,40,62
25638,72839,286,192,94,160,32,2.29,3.28,192,8,42,118
25639,72840,929,801,128,638,163,2.47,3.07,801,100,253,385
25640,72841,93,93,0,59,34,3.29,1.94,93,0,0,59
25641,72842,644,411,233,334,77,2.72,2.52,411,7,89,245
25642,72843,1053,843,210,725,118,2.71,2.61,843,3,304,421
25643,72845,426,357,69,333,24,2.09,2.96,357,7,162,171
25644,72846,1623,1422,201,1199,223,2.65,1.98,1422,28,653,546
25645,72847,1245,1121,124,1020,101,2.79,3.01,1121,3,403,617
25646,72851,417,300,117,282,18,2.07,1.44,300,7,69,213
25647,72852,163,65,98,57,8,1.81,5.63,65,0,0,57
25648,72853,1162,950,212,668,282,2.61,2.21,950,42,230,438
25649,72854,414,238,176,200,38,2.45,3.47,238,0,42,158
25650,72855,2796,2433,363,1746,687,2.54,2.16,2433,130,877,869
25651,72856,206,104,102,104,0,3.08,-,104,0,28,76
25652,72857,849,619,230,470,149,2.26,1.74,619,28,261,209
25653,72858,1317,1188,129,1006,182,2.56,2.84,1188,14,698,308
25654,72860,149,49,100,42,7,1.55,-,49,0,0,42
25655,72863,710,619,91,534,85,2.92,1.54,619,16,252,282
25656,72865,532,481,51,417,64,2.50,1.94,481,1,185,232
25657,72901,10297,9046,1251,3927,5119,2.40,2.23,9046,1223,1911,2016
25658,72903,12034,11024,1010,5588,5436,2.45,2.10,11024,879,3086,2502
25659,72904,8484,7848,636,3985,3863,2.92,2.81,7848,421,2234,1751
25660,72905,0,0,0,0,0,-,-,0,0,0,0
25661,72908,6266,5875,391,3804,2071,2.30,2.22,5875,362,2231,1573
25662,72916,4636,4292,344,3008,1284,2.63,2.55,4292,9,1602,1406
25663,72921,5197,4586,611,3404,1182,2.62,3.31,4586,165,2099,1305
25664,72923,2290,2048,242,1324,724,2.15,2.49,2048,0,897,427
25665,72926,280,260,20,190,70,3.72,1.60,260,10,77,113
25666,72927,3647,3067,580,1884,1183,2.57,2.78,3067,274,908,976
25667,72928,377,340,37,274,66,2.36,1.41,340,22,55,219
25668,72930,215,112,103,98,14,1.73,3.21,112,0,32,66
25669,72932,730,647,83,621,26,2.36,3.04,647,6,391,230
25670,72933,2272,2029,243,1593,436,2.57,2.18,2029,119,798,795
25671,72934,523,507,16,496,11,2.31,1.82,507,32,98,398
25672,72935,274,231,43,153,78,2.26,2.32,231,12,36,117
25673,72936,5989,5547,442,4326,1221,2.56,2.14,5547,152,2547,1779
25674,72937,1584,1405,179,1108,297,2.21,2.69,1405,46,466,642
25675,72938,620,504,116,416,88,2.44,2.92,504,16,115,301
25676,72940,744,584,160,490,94,2.54,3.43,584,17,209,281
25677,72941,2024,1875,149,1548,327,2.76,2.35,1875,57,884,664
25678,72943,1212,992,220,761,231,2.51,2.87,992,50,407,354
25679,72944,1305,1072,233,840,232,2.49,2.73,1072,78,414,426
25680,72945,190,174,16,71,103,2.27,1.59,174,6,27,44
25681,72946,1524,1249,275,1173,76,2.67,1.61,1249,26,706,467
25682,72947,1581,1293,288,1128,165,2.47,2.32,1293,51,494,634
25683,72948,208,64,144,64,0,2.36,-,64,0,32,32
25684,72949,4580,3953,627,2702,1251,2.50,2.45,3953,199,1385,1317
25685,72950,328,275,53,196,79,2.01,2.34,275,0,132,64
25686,72951,397,317,80,259,58,2.08,3.05,317,14,119,140
25687,72952,1055,943,112,908,35,2.21,2.11,943,31,338,570
25688,72955,186,132,54,122,10,7.13,2.40,132,0,107,15
25689,72956,14341,13296,1045,9443,3853,2.67,2.47,13296,569,5291,4152
25690,72958,3457,2699,758,1965,734,2.50,2.31,2699,241,824,1141
25691,72959,1495,1172,323,1088,84,2.46,3.02,1172,24,315,773
25692,73001,37,20,17,11,9,2.36,2.67,20,3,0,11
25693,73002,452,381,71,335,46,2.96,2.72,381,6,107,228
25694,73003,9791,9176,615,5424,3752,2.48,2.57,9176,368,3801,1623
25695,73004,394,326,68,269,57,2.45,3.28,326,2,143,126
25696,73005,3708,2958,750,1921,1037,2.77,3.14,2958,336,750,1171
25697,73006,1418,1068,350,829,239,2.69,2.11,1068,66,251,578
25698,73007,1146,1074,72,958,116,2.44,1.69,1074,14,524,434
25699,73008,8996,8023,973,4421,3602,2.50,2.69,8023,453,2432,1989
25700,73009,485,380,105,297,83,2.34,2.05,380,14,76,221
25701,73010,7027,6640,387,5678,962,2.97,2.86,6640,93,3738,1940
25702,73011,284,232,52,216,16,2.69,2.00,232,9,74,142
25703,73012,15093,14450,643,11598,2852,2.91,2.88,14450,231,8938,2660
25704,73013,22329,20754,1575,16022,4732,2.67,2.65,20754,617,10995,5027
25705,73014,511,434,77,351,83,3.06,3.06,434,12,157,194
25706,73015,1290,937,353,689,248,2.67,2.96,937,110,230,459
25707,73016,764,702,62,619,83,3.34,2.95,702,0,419,200
25708,73017,640,498,142,380,118,2.75,3.13,498,30,93,287
25709,73018,9330,7782,1548,4749,3033,2.39,2.55,7782,582,2363,2386
25710,73019,0,0,0,0,0,-,-,0,0,0,0
25711,73020,9457,8983,474,7800,1183,2.75,3.12,8983,298,4614,3186
25712,73021,160,107,53,88,19,2.24,1.68,107,0,25,63
25713,73022,0,0,0,0,0,-,-,0,0,0,0
25714,73024,278,220,58,182,38,2.66,2.39,220,3,78,104
25715,73025,5243,5068,175,4920,148,3.18,2.07,5068,100,3560,1360
25716,73026,4411,4165,246,3827,338,2.63,2.69,4165,43,2188,1639
25717,73027,801,560,241,421,139,1.92,3.93,560,18,124,297
25718,73028,1740,1537,203,1162,375,2.40,2.84,1537,68,520,642
25719,73029,678,518,160,426,92,2.84,4.15,518,10,198,228
25720,73030,1967,1566,401,1000,566,2.81,2.71,1566,64,481,519
25721,73031,21,21,0,18,3,1.11,2.00,21,0,4,14
25722,73032,97,78,19,50,28,3.08,1.64,78,5,14,36
25723,73033,171,140,31,93,47,4.49,3.28,140,4,29,64
25724,73034,17903,16712,1191,12163,4549,2.80,2.31,16712,522,8034,4129
25725,73036,7968,7107,861,4276,2831,2.63,2.56,7107,411,2080,2196
25726,73038,1033,642,391,544,98,2.57,2.46,642,32,193,351
25727,73040,790,623,167,410,213,1.99,1.98,623,33,234,176
25728,73041,205,135,70,117,18,2.72,1.39,135,0,41,76
25729,73042,510,381,129,291,90,2.59,3.07,381,17,83,208
25730,73043,80,72,8,67,5,2.04,3.80,72,0,7,60
25731,73044,9851,8739,1112,7044,1695,2.72,2.36,8739,380,3819,3225
25732,73045,4478,3962,516,3174,788,2.72,2.72,3962,114,1719,1455
25733,73047,1750,1292,458,923,369,2.88,2.76,1292,60,418,505
25734,73048,1134,961,173,752,209,2.50,2.67,961,15,249,503
25735,73049,2515,2256,259,1805,451,2.78,2.73,2256,44,1035,770
25736,73050,153,89,64,35,54,2.83,4.43,89,5,4,31
25737,73051,3232,2795,437,2152,643,2.51,2.71,2795,67,1045,1107
25738,73052,2882,2378,504,1722,656,2.56,2.78,2378,62,611,1111
25739,73053,295,237,58,187,50,3.01,2.86,237,11,60,127
25740,73054,1890,1736,154,1568,168,2.48,3.68,1736,5,676,892
25741,73055,4406,3760,646,3006,754,2.51,2.97,3760,113,1325,1681
25742,73056,240,210,30,205,5,2.45,3.80,210,11,59,146
25743,73057,1092,911,181,705,206,2.39,2.82,911,23,246,459
25744,73058,120,60,60,58,2,3.14,-,60,0,15,43
25745,73059,1297,1135,162,801,334,2.62,1.98,1135,39,353,448
25746,73061,811,683,128,574,109,2.57,2.38,683,9,290,284
25747,73062,725,533,192,411,122,2.28,1.97,533,18,128,283
25748,73063,339,316,23,291,25,2.20,1.68,316,40,96,195
25749,73064,9886,9504,382,7652,1852,2.75,2.52,9504,254,5495,2157
25750,73065,3845,3598,247,3009,589,2.83,2.05,3598,45,2136,873
25751,73066,61,48,13,26,22,1.92,5.59,48,0,0,26
25752,73067,868,684,184,609,75,2.74,3.11,684,10,272,337
25753,73068,4912,4476,436,3434,1042,2.69,2.78,4476,88,1901,1533
25754,73069,12125,10946,1179,5371,5575,2.56,2.18,10946,847,3464,1907
25755,73070,0,0,0,0,0,-,-,0,0,0,0
25756,73071,19023,17735,1288,8339,9396,2.48,2.39,17735,1240,5534,2805
25757,73072,20404,18817,1587,10423,8394,2.45,1.98,18817,741,5936,4487
25758,73073,384,316,68,286,30,1.69,2.03,316,5,190,96
25759,73074,501,427,74,296,131,2.88,2.99,427,15,150,146
25760,73075,4514,3687,827,2330,1357,2.59,2.42,3687,213,957,1373
25761,73077,2872,2312,560,1791,521,2.53,3.31,2312,27,931,860
25762,73078,4310,4184,126,3946,238,2.77,2.94,4184,58,2551,1395
25763,73079,260,192,68,153,39,2.50,2.92,192,5,65,88
25764,73080,3978,3676,302,2537,1139,2.76,2.52,3676,57,1351,1186
25765,73082,1370,1141,229,876,265,2.54,2.51,1141,29,311,565
25766,73084,3211,2741,470,1913,828,2.34,2.23,2741,280,870,1043
25767,73086,4154,2999,1155,2274,725,2.66,3.06,2999,92,971,1303
25768,73089,4952,4727,225,4202,525,2.91,3.19,4727,17,2680,1522
25769,73090,289,223,66,155,68,2.76,2.37,223,0,67,88
25770,73092,365,304,61,227,77,2.59,2.99,304,9,80,147
25771,73093,1397,1240,157,1022,218,2.86,2.92,1240,24,612,410
25772,73095,925,796,129,653,143,2.51,3.04,796,14,299,354
25773,73096,5909,5188,721,2881,2307,2.70,2.22,5188,108,1700,1181
25774,73097,49,49,0,49,0,2.06,-,49,0,0,49
25775,73098,1707,1340,367,943,397,2.69,2.60,1340,42,351,592
25776,73099,30985,29538,1447,22366,7172,2.72,2.71,29538,981,15575,6791
25777,73102,1239,1103,136,114,989,1.55,1.51,1103,268,52,62
25778,73103,3500,3110,390,997,2113,2.60,1.29,3110,353,730,267
25779,73104,2275,2018,257,351,1667,1.97,1.53,2018,172,206,145
25780,73105,3401,2933,468,1127,1806,1.97,1.97,2933,382,581,546
25781,73106,5626,4766,860,1739,3027,2.63,1.97,4766,550,1114,625
25782,73107,12479,11013,1466,6504,4509,2.12,2.48,11013,654,3615,2889
25783,73108,5969,5118,851,2087,3031,2.96,2.49,5118,461,651,1436
25784,73109,8090,7095,995,3458,3637,3.19,2.56,7095,1028,1534,1924
25785,73110,15495,14143,1352,6220,7923,2.18,2.42,14143,1168,3369,2851
25786,73111,5725,4693,1032,2639,2054,2.29,2.54,4693,616,1225,1414
25787,73112,16939,15276,1663,7959,7317,2.22,2.05,15276,811,4708,3251
25788,73114,9318,8164,1154,3006,5158,2.26,2.25,8164,635,1800,1206
25789,73115,9357,8383,974,4777,3606,2.27,2.67,8383,654,2588,2189
25790,73116,4874,4411,463,3196,1215,2.28,1.95,4411,97,1861,1335
25791,73117,3254,2801,453,1223,1578,2.38,2.00,2801,628,717,506
25792,73118,7996,7079,917,3892,3187,2.11,1.92,7079,239,2345,1547
25793,73119,11958,10254,1704,5050,5204,2.97,2.90,10254,883,2382,2668
25794,73120,20284,17948,2336,9450,8498,1.98,1.92,17948,1327,5066,4384
25795,73121,1409,1237,172,946,291,2.29,3.13,1237,64,411,535
25796,73122,6235,5435,800,3219,2216,2.38,2.21,5435,636,1968,1251
25797,73127,10722,8928,1794,4144,4784,2.78,2.86,8928,1318,2151,1993
25798,73128,3141,2713,428,1790,923,2.41,2.56,2713,39,1059,731
25799,73129,7674,6646,1028,3401,3245,3.20,3.02,6646,485,1316,2085
25800,73130,8895,8238,657,6152,2086,2.40,2.89,8238,154,3856,2296
25801,73131,1392,1337,55,1277,60,2.18,3.78,1337,0,679,598
25802,73132,12416,11070,1346,5914,5156,2.66,2.34,11070,504,3587,2327
25803,73134,4273,3610,663,606,3004,2.13,1.77,3610,63,410,196
25804,73135,9143,8210,933,4924,3286,2.71,2.47,8210,351,3165,1759
25805,73139,8785,7898,887,3457,4441,2.61,2.08,7898,770,1960,1497
25806,73141,1054,909,145,708,201,2.47,2.94,909,78,428,280
25807,73142,7417,6799,618,4126,2673,2.25,2.03,6799,237,2571,1555
25808,73145,767,607,160,5,602,2.20,3.51,607,0,0,5
25809,73149,2121,1818,303,950,868,3.13,3.09,1818,101,333,617
25810,73150,2073,1937,136,1613,324,2.96,1.64,1937,35,978,635
25811,73151,689,669,20,661,8,3.42,4.38,669,8,434,227
25812,73159,13611,12553,1058,7419,5134,2.62,2.50,12553,466,4675,2744
25813,73160,24365,23146,1219,15243,7903,2.66,2.60,23146,711,10311,4932
25814,73162,12689,11754,935,8799,2955,2.57,1.97,11754,190,5476,3323
25815,73165,2762,2620,142,2540,80,3.18,2.50,2620,16,1739,801
25816,73169,1095,996,99,734,262,3.80,2.83,996,43,496,238
25817,73170,16260,15710,550,12732,2978,2.67,2.25,15710,547,8489,4243
25818,73173,1360,1278,82,1215,63,3.13,2.94,1278,20,972,243
25819,73179,2305,2220,85,1866,354,2.57,2.98,2220,40,1386,480
25820,73401,16169,13870,2299,8748,5122,2.63,2.41,13870,762,4471,4277
25821,73425,104,83,21,78,5,1.50,3.40,83,0,0,78
25822,73430,749,526,223,485,41,2.58,4.00,526,11,204,281
25823,73432,439,383,56,279,104,2.64,2.75,383,5,127,152
25824,73433,1177,959,218,724,235,2.65,2.31,959,23,297,427
25825,73434,263,204,59,157,47,2.90,2.45,204,0,46,111
25826,73435,40,26,14,17,9,1.71,3.89,26,2,2,15
25827,73436,53,44,9,23,21,4.04,2.81,44,2,7,16
25828,73437,43,28,15,21,7,2.14,5.00,28,7,0,21
25829,73438,1615,1262,353,1000,262,1.98,2.92,1262,56,256,744
25830,73439,5188,2543,2645,2035,508,2.40,2.93,2543,50,649,1386
25831,73440,133,88,45,62,26,2.06,2.65,88,0,22,40
25832,73441,94,71,23,59,12,2.73,1.58,71,2,7,52
25833,73442,188,150,38,140,10,2.59,1.10,150,0,21,119
25834,73443,1211,1116,95,784,332,2.95,3.08,1116,26,466,318
25835,73444,90,83,7,83,0,2.27,-,83,3,31,52
25836,73446,3571,3001,570,2174,827,2.92,2.81,3001,138,911,1263
25837,73447,509,416,93,331,85,2.66,3.12,416,18,138,193
25838,73448,2665,2088,577,1410,678,2.98,2.62,2088,121,633,777
25839,73449,1767,1302,465,1012,290,2.33,2.39,1302,19,351,661
25840,73450,635,522,113,445,77,2.50,2.73,522,18,155,290
25841,73453,320,242,78,183,59,2.39,2.14,242,5,129,54
25842,73455,270,236,34,180,56,2.56,2.48,236,12,61,119
25843,73456,880,648,232,535,113,2.48,2.95,648,17,195,340
25844,73458,374,345,29,245,100,2.80,3.41,345,12,124,121
25845,73459,601,457,144,307,150,2.66,2.78,457,16,94,213
25846,73460,1948,1641,307,1087,554,2.52,2.40,1641,118,451,636
25847,73461,344,233,111,170,63,2.75,4.13,233,16,57,113
25848,73463,1673,1431,242,1252,179,2.51,3.49,1431,18,370,882
25849,73481,394,333,61,296,37,3.01,2.73,333,8,96,200
25850,73487,92,56,36,38,18,3.55,1.89,56,11,3,35
25851,73488,6,6,0,3,3,2.00,3.33,6,0,0,3
25852,73491,370,306,64,233,73,2.16,3.37,306,7,72,161
25853,73501,9445,7635,1810,3350,4285,2.34,2.17,7635,1157,1904,1446
25854,73503,1784,1701,83,0,1701,-,3.77,1701,7,0,0
25855,73505,22040,18718,3322,9503,9215,2.76,2.39,18718,1569,5881,3622
25856,73507,10547,8494,2053,4718,3776,2.48,2.42,8494,932,2993,1725
25857,73520,53,44,9,38,6,2.37,3.17,44,0,17,21
25858,73521,9726,7935,1791,4719,3216,2.54,2.47,7935,533,2693,2026
25859,73523,0,0,0,0,0,-,-,0,0,0,0
25860,73526,943,765,178,573,192,2.78,2.39,765,9,294,279
25861,73527,1974,1719,255,1401,318,2.67,2.41,1719,23,899,502
25862,73528,228,187,41,143,44,2.82,3.52,187,9,60,83
25863,73529,2296,1774,522,1364,410,2.73,2.33,1774,16,643,721
25864,73530,250,172,78,147,25,2.37,2.96,172,3,40,107
25865,73531,135,120,15,109,11,2.70,7.55,120,0,46,63
25866,73532,346,216,130,124,92,2.93,1.65,216,6,39,85
25867,73533,13099,10704,2395,7687,3017,2.53,2.57,10704,893,3736,3951
25868,73537,355,237,118,208,29,2.68,2.55,237,22,62,146
25869,73538,2378,2212,166,1649,563,3.17,2.13,2212,122,1052,597
25870,73539,84,78,6,71,7,1.80,2.00,78,0,34,37
25871,73540,193,128,65,93,35,2.75,1.66,128,3,49,44
25872,73541,1642,1490,152,1249,241,2.39,2.66,1490,31,574,675
25873,73542,2240,1511,729,1045,466,2.73,2.52,1511,175,358,687
25874,73543,910,793,117,629,164,2.52,1.85,793,16,309,320
25875,73544,164,105,59,92,13,3.04,1.62,105,0,23,69
25876,73546,661,494,167,331,163,2.03,2.85,494,24,52,279
25877,73547,722,546,176,402,144,1.86,1.74,546,38,157,245
25878,73548,224,147,77,133,14,2.47,4.50,147,18,78,55
25879,73549,176,117,59,95,22,2.79,2.05,117,0,50,45
25880,73550,1083,795,288,532,263,2.69,2.19,795,58,145,387
25881,73551,27,14,13,14,0,3.14,-,14,0,0,14
25882,73552,593,475,118,420,55,2.90,3.33,475,27,169,251
25883,73553,4,4,0,3,1,1.33,5.00,4,0,0,3
25884,73554,1652,1320,332,891,429,2.58,2.13,1320,126,286,605
25885,73555,83,55,28,46,9,2.04,4.33,55,0,0,46
25886,73556,80,46,34,35,11,3.11,2.91,46,4,26,9
25887,73557,177,111,66,91,20,1.73,1.80,111,0,56,35
25888,73559,283,187,96,127,60,2.74,1.98,187,29,13,114
25889,73560,408,320,88,139,181,2.76,2.31,320,6,43,96
